knum	threshold	score_type	profile_type	F-measure	nseq	nseq_used	alen	mlen	eff_nseq	re/pos	definition
K00222	720.90	full	all	0.532185	747	724	2109	535	2.79	0.590	Delta14-sterol reductase [EC:1.3.1.70]
K00223	479.40	full	all	0.988505	220	216	1875	949	1.74	0.590	Delta24(24(1))-sterol reductase [EC:1.3.1.71]
K00224	273.50	domain	trim	0.995227	666	630	1006	424	1.71	0.589	chloroplastic oxoene reductase [EC:1.3.1.-]
K00225	617.53	full	all	1.000000	197	189	1719	640	1.14	0.590	L-galactono-1,4-lactone dehydrogenase [EC:1.3.2.3]
K00226	257.90	domain	trim	0.743770	1246	1017	1451	440	6.83	0.590	dihydroorotate dehydrogenase (fumarate) [EC:1.3.98.1]
K00227	135.00	domain	all	0.974815	1447	1386	2086	450	6.96	0.590	Delta7-sterol 5-desaturase [EC:1.14.19.20]
K00228	66.83	full	all	0.999651	4866	4294	3701	450	3.14	0.590	coproporphyrinogen III oxidase [EC:1.3.3.3]
K00230	71.33	full	trim	0.990937	1719	1389	1118	269	11.34	0.590	menaquinone-dependent protoporphyrinogen oxidase [EC:1.3.5.3]
K00231	142.47	domain	all	0.986327	3878	3481	7514	608	10.71	0.590	protoporphyrinogen/coproporphyrinogen III oxidase [EC:1.3.3.4 1.3.3.15]
K00232	174.33	full	all	0.895233	4079	3946	9061	1018	8.61	0.590	acyl-CoA oxidase [EC:1.3.3.6]
K00233	968.53	full	all	0.998342	366	305	743	656	0.70	0.593	succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1 7.1.1.12]
K00234	1147.23	full	all	0.922451	1316	1249	3849	819	1.34	0.591	succinate dehydrogenase (ubiquinone) flavoprotein subunit [EC:1.3.5.1]
K00235	472.50	full	all	0.850285	1479	1360	2457	359	2.26	0.590	succinate dehydrogenase (ubiquinone) iron-sulfur subunit [EC:1.3.5.1]
K00236	138.30	full	all	0.859189	1112	1026	1498	338	10.34	0.590	succinate dehydrogenase (ubiquinone) cytochrome b560 subunit
K00237	94.90	full	all	0.974139	892	830	1057	228	6.37	0.590	succinate dehydrogenase (ubiquinone) membrane anchor subunit
K00239	651.07	domain	all	0.695074	7704	6342	2967	664	3.92	0.590	succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1]
K00240	140.63	domain	all	0.638032	7754	5926	1742	310	3.65	0.590	succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1]
K00241	56.13	full	all	0.914045	6930	5374	1916	293	17.06	0.590	succinate dehydrogenase cytochrome b subunit
K00242	58.73	domain	trim	0.953402	4256	3101	789	171	10.40	0.590	succinate dehydrogenase membrane anchor subunit
K00243	146.63	full	all	0.999768	2621	2155	1256	363	4.18	0.590	uncharacterized protein
K00244	688.90	full	all	0.960325	936	640	950	591	1.01	0.592	succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1]
K00245	294.07	full	all	0.962617	944	538	630	383	1.63	0.590	succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1]
K00246	55.07	full	all	0.999102	937	559	251	133	3.52	0.590	succinate dehydrogenase subunit C
K00247	38.67	full	trim	0.995310	943	535	269	122	3.38	0.590	succinate dehydrogenase subunit D
K00248	531.20	domain	all	0.747448	2397	2167	2559	507	4.74	0.590	butyryl-CoA dehydrogenase [EC:1.3.8.1]
K00249	386.47	full	all	0.325287	12903	11613	8438	564	13.44	0.590	acyl-CoA dehydrogenase [EC:1.3.8.7]
K00251	595.87	domain	all	0.949194	451	420	969	444	1.09	0.589	3-oxo-5-beta-steroid 4-dehydrogenase [EC:1.3.1.3]
K00252	501.00	full	all	0.941248	5044	4554	3119	571	2.94	0.590	glutaryl-CoA dehydrogenase [EC:1.3.8.6]
K00253	497.13	full	all	0.973349	3068	2744	2554	595	3.59	0.590	isovaleryl-CoA dehydrogenase [EC:1.3.8.4]
K00254	178.00	domain	all	0.978641	6687	5831	5590	528	7.30	0.590	dihydroorotate dehydrogenase [EC:1.3.5.2]
K00255	563.80	full	all	0.740342	2439	2196	2003	528	2.47	0.590	long-chain-acyl-CoA dehydrogenase [EC:1.3.8.8]
K00257	415.23	domain	all	0.982856	136	89	608	386	1.43	0.590	acyl-ACP dehydrogenase [EC:1.3.99.-]
K00258	271.17	full	all	1.000000	10	10	346	305	0.83	0.589	swainsonine biosynthesis oxidoreductase SwnR [EC:1.3.1.-]
K00259	280.90	full	all	0.995531	5094	4496	951	424	4.55	0.590	alanine dehydrogenase [EC:1.4.1.1]
K00260	636.43	domain	all	0.864321	1019	767	754	417	1.45	0.590	glutamate dehydrogenase [EC:1.4.1.2]
K00261	524.57	full	all	0.795043	4159	3683	4647	568	4.62	0.590	glutamate dehydrogenase (NAD(P)+) [EC:1.4.1.3]
K00262	460.10	domain	all	0.973884	4621	3887	2848	597	2.39	0.591	glutamate dehydrogenase (NADP+) [EC:1.4.1.4]
K00263	467.03	domain	all	0.730125	2050	1713	1326	425	3.22	0.590	leucine dehydrogenase [EC:1.4.1.9]
K00264	2498.63	full	trim	0.984837	573	567	7663	2271	0.95	0.592	glutamate synthase (NADH) [EC:1.4.1.14]
K00265	1988.37	domain	trim	0.735386	5686	5080	4751	1592	2.16	0.589	glutamate synthase (NADPH) large chain [EC:1.4.1.13]
K00266	529.40	domain	all	0.840181	7008	6071	4454	584	3.95	0.590	glutamate synthase (NADPH) small chain [EC:1.4.1.13]
K00270	522.63	full	all	0.938502	103	93	436	373	1.13	0.591	phenylalanine dehydrogenase [EC:1.4.1.20]
K00271	491.20	full	all	0.972227	367	352	589	356	0.96	0.591	valine dehydrogenase (NAD+) [EC:1.4.1.23]
K00272	425.33	full	all	0.764572	715	700	2439	497	3.88	0.590	D-aspartate oxidase [EC:1.4.3.1]
K00273	134.90	full	all	0.580003	1573	1499	3725	589	8.33	0.590	D-amino-acid oxidase [EC:1.4.3.3]
K00274	310.83	domain	all	0.651568	3560	3340	6906	845	17.12	0.590	monoamine oxidase [EC:1.4.3.4]
K00275	31.77	full	all	0.934730	6918	6048	3863	314	10.27	0.590	pyridoxamine 5'-phosphate oxidase [EC:1.4.3.5]
K00276	578.00	full	all	0.920779	3451	3305	9790	814	6.46	0.590	primary-amine oxidase [EC:1.4.3.21]
K00277	533.63	domain	all	0.961991	692	653	1754	468	1.29	0.589	protein-lysine 6-oxidase [EC:1.4.3.13]
K00278	521.07	full	all	0.966890	5556	4932	5130	614	3.33	0.590	L-aspartate oxidase [EC:1.4.3.16]
K00279	204.17	full	all	0.999662	1562	1480	2698	644	2.79	0.590	cytokinin dehydrogenase [EC:1.5.99.12]
K00280	414.83	domain	all	0.921992	1829	1788	7149	804	5.88	0.590	lysyl oxidase-like protein 2/3/4 [EC:1.4.3.-]
K00281	639.33	full	all	0.999900	5469	4998	6386	1093	1.34	0.591	glycine cleavage system P protein (glycine dehydrogenase) [EC:1.4.4.2]
K00282	402.20	domain	trim	0.996526	1961	1725	942	457	2.12	0.590	glycine cleavage system P protein (glycine dehydrogenase) subunit 1 [EC:1.4.4.2]
K00283	528.47	domain	all	0.996478	1952	1706	1490	624	1.79	0.589	glycine cleavage system P protein (glycine dehydrogenase) subunit 2 [EC:1.4.4.2]
K00284	2281.23	full	all	0.619522	727	701	3786	1549	1.48	0.590	glutamate synthase (ferredoxin) [EC:1.4.7.1]
K00285	352.90	full	all	0.963353	4469	3846	1718	537	5.97	0.590	D-amino-acid dehydrogenase [EC:1.4.5.1]
K00286	133.23	full	all	0.955053	10749	9284	5793	384	8.94	0.590	pyrroline-5-carboxylate reductase [EC:1.5.1.2]
K00287	56.13	full	all	0.904619	7660	6362	3369	302	10.49	0.590	dihydrofolate reductase [EC:1.5.1.3]
K00288	1438.80	full	all	0.926382	920	909	3180	1066	1.50	0.591	methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase / formyltetrahydrofolate synthetase [EC:1.5.1.5 3.5.4.9 6.3.4.3]
K00289	731.23	domain	all	0.998289	888	879	3950	1149	0.96	0.590	formyltetrahydrofolate dehydrogenase [EC:1.5.1.6]
K00290	148.10	domain	all	0.911510	1730	1614	2143	512	6.97	0.590	saccharopine dehydrogenase (NAD+, L-lysine forming) [EC:1.5.1.7]
K00293	719.13	full	all	0.846285	150	147	1978	456	1.05	0.589	saccharopine dehydrogenase (NADP+, L-glutamate forming) [EC:1.5.1.10]
K00294	482.73	full	all	0.928872	3265	2968	4097	706	3.43	0.590	1-pyrroline-5-carboxylate dehydrogenase [EC:1.2.1.88]
K00295	197.00	full	all	0.949878	205	199	1174	423	2.04	0.590	methylenetetrahydrofolate dehydrogenase (NAD+) [EC:1.5.1.15]
K00296	535.00	full	all	1.000000	8	6	417	391	0.62	0.588	D-nopaline dehydrogenase [EC:1.5.1.19]
K00297	196.27	domain	all	0.753425	6706	5691	3526	494	12.41	0.590	methylenetetrahydrofolate reductase (NADH) [EC:1.5.1.54]
K00298	337.37	full	all	0.940564	113	98	507	334	1.67	0.590	N5-(carboxyethyl)ornithine synthase [EC:1.5.1.24]
K00299	92.53	domain	all	0.960777	3642	3077	1978	349	8.94	0.590	FMN reductase [EC:1.5.1.38]
K00300	354.87	full	all	1.000000	119	111	400	288	1.06	0.591	methylenetetrahydrofolate/methylenetetrahydromethanopterin dehydrogenase (NADP+) [EC:1.5.1.5 1.5.1.-]
K00301	417.53	domain	all	0.704307	879	853	1450	521	4.92	0.590	sarcosine oxidase [EC:1.5.3.1]
K00302	1347.53	full	all	0.897743	1271	1149	2688	1271	2.20	0.589	sarcosine oxidase, subunit alpha [EC:1.5.3.24 1.5.3.1]
K00303	639.87	full	all	0.915017	1256	1005	596	416	1.00	0.589	sarcosine oxidase, subunit beta [EC:1.5.3.24 1.5.3.1]
K00304	110.40	full	all	0.913122	1229	984	289	139	3.08	0.590	sarcosine oxidase, subunit delta [EC:1.5.3.24 1.5.3.1]
K00305	135.87	domain	all	0.891714	1249	1105	698	248	11.04	0.590	sarcosine oxidase, subunit gamma [EC:1.5.3.24 1.5.3.1]
K00306	325.30	full	all	0.807745	1264	1234	4260	606	7.01	0.590	sarcosine oxidase / L-pipecolate oxidase [EC:1.5.3.1 1.5.3.7]
K00307	1044.67	full	all	1.000000	4	3	547	535	0.43	0.593	reticuline oxidase [EC:1.21.3.3]
K00308	631.33	domain	all	0.873826	509	504	3659	745	3.38	0.590	N1-acetylpolyamine oxidase [EC:1.5.3.13]
K00309	873.83	domain	all	1.000000	355	343	1685	815	1.01	0.589	dimethylglycine oxidase [EC:1.5.3.10]
K00310	306.50	full	all	0.650850	294	284	975	405	2.94	0.589	pyrimidodiazepine synthase [EC:1.5.4.1]
K00311	254.67	full	all	0.984399	3803	3450	4273	672	2.43	0.590	electron-transferring-flavoprotein dehydrogenase [EC:1.5.5.1]
K00312	472.83	full	all	0.976389	808	516	1972	540	1.78	0.591	wingless-type MMTV integration site family, member 3
K00313	309.83	full	all	0.998889	1216	903	1001	499	2.38	0.590	electron transfer flavoprotein-quinone oxidoreductase [EC:1.5.5.-]
K00314	688.87	full	trim	0.994894	596	588	3551	976	1.55	0.589	sarcosine dehydrogenase [EC:1.5.8.3]
K00315	780.73	full	all	0.996052	1163	1142	2916	945	1.89	0.591	dimethylglycine dehydrogenase [EC:1.5.8.4]
K00316	353.30	full	all	1.000000	269	242	1033	613	2.49	0.590	spermidine dehydrogenase [EC:1.5.99.6]
K00317	746.70	full	all	1.000000	215	207	1085	692	1.22	0.590	dimethylamine/trimethylamine dehydrogenase [EC:1.5.8.1 1.5.8.2]
K00318	185.00	domain	all	0.693087	3552	3227	4388	518	7.67	0.590	proline dehydrogenase [EC:1.5.5.2]
K00319	339.40	full	all	1.000000	126	108	318	276	0.89	0.589	methylenetetrahydromethanopterin dehydrogenase [EC:1.5.98.1]
K00320	219.43	full	all	0.892870	730	680	1035	390	9.20	0.590	5,10-methylenetetrahydromethanopterin reductase [EC:1.5.98.2]
K00322	396.97	full	all	0.988415	1892	1356	2348	482	3.03	0.590	NAD(P) transhydrogenase [EC:1.6.1.1]
K00323	890.87	domain	all	0.996808	816	786	2873	1130	1.19	0.591	proton-translocating NAD(P)+ transhydrogenase [EC:7.1.1.1]
K00324	245.13	domain	trim	0.687260	6734	5383	2017	466	4.64	0.590	proton-translocating NAD(P)+ transhydrogenase subunit alpha [EC:7.1.1.1]
K00325	627.00	full	all	0.968374	4273	3490	2836	863	3.42	0.590	proton-translocating NAD(P)+ transhydrogenase subunit beta [EC:7.1.1.1]
K00326	156.30	full	all	0.806279	3661	3489	6995	550	12.03	0.590	cytochrome-b5 reductase [EC:1.6.2.2]
K00327	561.13	full	all	0.964090	1494	1449	5269	807	4.14	0.590	NADPH-ferrihemoprotein reductase [EC:1.6.2.4]
K00330	126.53	full	all	0.859420	5860	4200	1125	255	8.17	0.590	NADH-quinone oxidoreductase subunit A [EC:7.1.1.2]
K00331	277.27	domain	all	0.663368	5862	4006	1429	364	3.70	0.590	NADH-quinone oxidoreductase subunit B [EC:7.1.1.2]
K00332	191.67	full	all	0.737130	4251	3702	2993	261	8.02	0.590	NADH-quinone oxidoreductase subunit C [EC:7.1.1.2]
K00333	514.80	domain	all	0.649635	4534	3884	1954	502	2.80	0.590	NADH-quinone oxidoreductase subunit D [EC:7.1.1.2]
K00334	148.93	domain	all	0.623557	5294	4122	2332	296	10.94	0.590	NADH-quinone oxidoreductase subunit E [EC:7.1.1.2]
K00335	611.13	domain	all	0.746518	5480	4535	3974	663	4.85	0.590	NADH-quinone oxidoreductase subunit F [EC:7.1.1.2]
K00336	683.03	full	all	0.752928	4843	4280	4574	892	7.16	0.590	NADH-quinone oxidoreductase subunit G [EC:7.1.1.2]
K00337	415.47	full	all	0.868304	6016	4898	3809	592	4.91	0.590	NADH-quinone oxidoreductase subunit H [EC:7.1.1.2]
K00338	150.03	domain	all	0.687521	5752	4223	2084	446	9.76	0.590	NADH-quinone oxidoreductase subunit I [EC:7.1.1.2]
K00339	126.37	full	all	0.868533	5767	4645	2858	257	9.85	0.590	NADH-quinone oxidoreductase subunit J [EC:7.1.1.2]
K00340	94.67	full	all	0.855706	5597	3698	625	197	7.73	0.590	NADH-quinone oxidoreductase subunit K [EC:7.1.1.2]
K00341	550.80	domain	all	0.859880	5853	5161	8119	809	4.27	0.590	NADH-quinone oxidoreductase subunit L [EC:7.1.1.2]
K00342	549.70	full	all	0.814269	6148	5306	4828	587	5.33	0.590	NADH-quinone oxidoreductase subunit M [EC:7.1.1.2]
K00343	335.10	domain	all	0.890941	5830	5013	3836	650	6.92	0.590	NADH-quinone oxidoreductase subunit N [EC:7.1.1.2]
K00344	283.87	domain	all	0.754086	15453	13948	7463	504	13.23	0.590	NADPH:quinone reductase [EC:1.6.5.5]
K00345	69.33	full	all	0.998273	323	289	512	238	1.80	0.590	NAD(P)H-quinone oxidoreductase subunit S, chloroplastic [EC:7.1.1.-]
K00346	216.47	full	all	0.998415	1540	1259	793	446	2.41	0.590	Na+-transporting NADH:ubiquinone oxidoreductase subunit A [EC:7.2.1.1]
K00347	279.80	full	trim	0.979912	1612	1251	1034	433	2.60	0.590	Na+-transporting NADH:ubiquinone oxidoreductase subunit B [EC:7.2.1.1]
K00348	103.07	domain	trim	0.996829	1629	1264	1045	322	5.17	0.590	Na+-transporting NADH:ubiquinone oxidoreductase subunit C [EC:7.2.1.1]
K00349	236.43	full	trim	0.997731	1621	1103	378	210	0.91	0.591	Na+-transporting NADH:ubiquinone oxidoreductase subunit D [EC:7.2.1.1]
K00350	227.97	full	trim	0.992758	1686	1106	429	226	1.31	0.590	Na+-transporting NADH:ubiquinone oxidoreductase subunit E [EC:7.2.1.1]
K00351	286.00	full	trim	0.996121	1668	1290	1308	409	2.31	0.591	Na+-transporting NADH:ubiquinone oxidoreductase subunit F [EC:7.2.1.1]
K00354	455.33	full	trim	0.495519	1419	1291	1266	478	4.41	0.590	NADPH2 dehydrogenase [EC:1.6.99.1]
K00355	117.10	domain	all	0.868012	3801	3361	2225	335	7.84	0.590	NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]
K00357	101.33	full	all	0.988593	727	650	1360	281	2.22	0.591	dihydropteridine reductase [EC:1.5.1.34]
K00359	472.47	domain	all	0.991250	541	462	440	337	0.98	0.590	NADPH:quinone reductase [EC:1.6.5.5]
K00360	524.40	domain	all	0.734372	349	341	2076	501	2.09	0.590	assimilatory nitrate reductase electron transfer subunit [EC:1.7.99.-]
K00361	1789.43	full	all	0.975772	232	212	1501	1356	0.80	0.591	nitrite reductase [NAD(P)H] [EC:1.7.1.4]
K00362	1252.47	domain	all	0.834439	2258	1947	3124	1221	1.70	0.590	nitrite reductase (NADH) large subunit [EC:1.7.1.15]
K00363	144.13	domain	trim	0.855264	2181	1705	718	211	5.40	0.590	nitrite reductase (NADH) small subunit [EC:1.7.1.15]
K00364	331.87	domain	all	0.985178	2818	2179	1722	432	1.94	0.590	GMP reductase [EC:1.7.1.7]
K00365	201.30	full	all	0.997197	1508	1431	1697	407	3.32	0.590	urate oxidase [EC:1.7.3.3]
K00366	608.00	full	all	0.850446	1080	1007	3059	702	5.47	0.590	ferredoxin-nitrite reductase [EC:1.7.7.1]
K00367	1062.80	full	all	0.798036	362	346	2052	812	2.21	0.590	ferredoxin-nitrate reductase [EC:1.7.7.2]
K00368	187.73	full	all	0.991731	1312	1159	3005	684	6.76	0.590	nitrite reductase (NO-forming) [EC:1.7.2.1]
K00370	821.20	full	all	0.981962	2648	2175	3570	1774	2.39	0.590	nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]
K00371	381.67	full	trim	0.982001	2639	1974	2196	937	2.16	0.590	nitrate reductase / nitrite oxidoreductase, beta subunit [EC:1.7.5.1 1.7.99.-]
K00372	1054.10	domain	all	0.802804	2315	2189	4124	946	2.57	0.590	assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-]
K00373	64.40	full	all	0.991510	2565	1932	1342	260	7.43	0.590	nitrate reductase molybdenum cofactor assembly chaperone NarJ/NarW
K00374	166.57	full	trim	0.947705	2550	1814	891	454	3.26	0.590	nitrate reductase gamma subunit [EC:1.7.5.1 1.7.99.-]
K00375	343.60	full	all	0.982037	8003	7141	5417	622	7.86	0.590	GntR family transcriptional regulator / MocR family aminotransferase
K00376	489.57	full	all	0.999286	807	702	1438	839	2.29	0.590	nitrous-oxide reductase [EC:1.7.2.4]
K00378	588.43	full	all	0.777778	16	16	823	421	1.07	0.590	hydroxylamine oxidase [EC:1.7.2.9]
K00380	532.37	domain	all	0.794301	4158	3580	6644	1073	8.07	0.590	sulfite reductase (NADPH) flavoprotein alpha-component [EC:1.8.1.2]
K00381	491.53	full	trim	0.840519	3630	3104	4333	1125	4.72	0.590	sulfite reductase (NADPH) hemoprotein beta-component [EC:1.8.1.2]
K00382	457.27	full	all	0.946996	15308	13007	6042	569	4.52	0.590	dihydrolipoyl dehydrogenase [EC:1.8.1.4]
K00383	540.73	full	all	0.894070	5148	4479	3574	547	3.62	0.590	glutathione reductase (NADPH) [EC:1.8.1.7]
K00384	329.53	domain	all	0.809748	14283	12344	6088	483	10.40	0.590	thioredoxin reductase (NADPH) [EC:1.8.1.9]
K00385	275.30	domain	trim	0.944124	434	329	458	298	1.96	0.590	anaerobic sulfite reductase subunit C
K00386	88.33	full	all	0.987175	86	80	208	111	1.83	0.590	sulfite dehydrogenase (cytochrome) subunit B [EC:1.8.2.1]
K00387	446.67	domain	trim	0.835972	1286	1236	4501	713	4.75	0.590	sulfite oxidase [EC:1.8.3.1]
K00389	29.90	domain	all	0.989462	2162	1792	1114	239	12.28	0.590	putative membrane protein
K00390	180.93	full	all	0.862094	5864	5082	3591	440	11.12	0.590	phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]
K00392	571.63	domain	all	0.823642	1883	1759	3091	689	4.74	0.590	sulfite reductase (ferredoxin) [EC:1.8.7.1]
K00394	426.80	domain	all	0.998255	300	287	950	581	1.37	0.591	adenylylsulfate reductase, subunit A [EC:1.8.99.2]
K00395	84.63	domain	all	0.998179	302	275	227	143	1.66	0.590	adenylylsulfate reductase, subunit B [EC:1.8.99.2]
K00399	784.63	full	all	1.000000	169	154	678	556	0.78	0.592	methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1]
K00400	426.07	domain	all	1.000000	245	217	897	533	1.19	0.589	methyl coenzyme M reductase system, component A2
K00401	509.60	full	all	1.000000	168	146	509	444	0.89	0.590	methyl-coenzyme M reductase beta subunit [EC:2.8.4.1]
K00402	353.13	full	all	1.000000	168	144	295	255	0.79	0.589	methyl-coenzyme M reductase gamma subunit [EC:2.8.4.1]
K00404	670.37	full	trim	0.854354	2817	2356	1362	488	3.67	0.590	cytochrome c oxidase cbb3-type subunit I [EC:7.1.1.9]
K00405	283.77	domain	trim	0.863657	2655	2086	1615	270	4.05	0.590	cytochrome c oxidase cbb3-type subunit II
K00406	94.70	domain	all	0.982194	2964	2612	2792	390	7.44	0.590	cytochrome c oxidase cbb3-type subunit III
K00407	24.63	domain	trim	0.987944	2428	1831	307	87	14.45	0.654	cytochrome c oxidase cbb3-type subunit IV
K00408	457.73	domain	all	0.825610	840	644	2278	408	2.38	0.591	wingless-type MMTV integration site family, member 4
K00410	730.23	full	trim	0.647402	270	230	1174	599	1.34	0.591	ubiquinol-cytochrome c reductase cytochrome b/c1 subunit
K00411	75.73	domain	all	0.999028	4332	3603	2109	595	5.26	0.590	ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:7.1.1.8]
K00412	313.83	domain	all	0.857970	3206	2620	2779	500	4.96	0.590	ubiquinol-cytochrome c reductase cytochrome b subunit
K00413	58.97	full	all	0.963529	3888	3343	3826	322	4.42	0.590	ubiquinol-cytochrome c reductase cytochrome c1 subunit
K00414	758.17	full	all	0.894594	435	417	1006	480	1.84	0.590	ubiquinol-cytochrome c reductase core subunit 1
K00415	386.07	full	all	0.931673	949	914	1641	690	6.02	0.590	ubiquinol-cytochrome c reductase core subunit 2
K00416	31.00	full	all	0.993691	1305	1105	1455	208	7.54	0.590	ubiquinol-cytochrome c reductase subunit 6
K00417	47.70	full	all	0.998180	1271	1097	937	201	6.81	0.590	ubiquinol-cytochrome c reductase subunit 7
K00418	50.63	domain	all	0.995828	826	717	498	166	5.95	0.590	ubiquinol-cytochrome c reductase subunit 8
K00419	42.33	full	all	0.998631	903	728	620	141	5.87	0.590	ubiquinol-cytochrome c reductase subunit 9
K00420	29.60	domain	trim	0.989677	635	534	383	147	4.75	0.590	ubiquinol-cytochrome c reductase subunit 10
K00421	750.40	full	all	1.000000	7	7	718	558	0.62	0.592	laccase [EC:1.10.3.2]
K00422	301.10	full	all	0.993692	816	793	2309	650	2.64	0.590	polyphenol oxidase [EC:1.10.3.1]
K00423	654.00	domain	all	0.948946	931	865	2896	922	4.72	0.590	L-ascorbate oxidase [EC:1.10.3.3]
K00424	33.57	full	all	0.998363	1691	920	598	314	2.29	0.590	cytochrome bd-I ubiquinol oxidase subunit X [EC:7.1.1.7]
K00425	69.07	full	all	1.000000	8697	6970	4107	550	6.20	0.590	cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7]
K00426	36.50	full	all	0.996706	8655	6836	2341	404	7.03	0.590	cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7]
K00427	916.23	full	trim	0.964002	481	297	864	553	0.85	0.588	L-lactate permease
K00428	122.13	full	all	0.962388	4619	4203	7681	425	8.57	0.590	cytochrome c peroxidase [EC:1.11.1.5]
K00430	111.03	domain	all	0.990750	15686	14446	11056	440	6.39	0.590	peroxidase [EC:1.11.1.7]
K00431	1161.33	full	all	0.927160	502	499	6347	1299	2.41	0.591	thyroid peroxidase [EC:1.11.1.8]
K00432	49.57	full	all	0.871253	10885	9326	3411	322	9.40	0.590	glutathione peroxidase [EC:1.11.1.9]
K00433	205.70	domain	all	0.926998	3983	3626	1908	420	14.81	0.590	non-heme chloroperoxidase [EC:1.11.1.10]
K00434	318.87	full	all	0.831939	1491	1375	3196	368	4.48	0.590	L-ascorbate peroxidase [EC:1.11.1.11]
K00435	267.80	domain	trim	0.947442	1594	1273	665	280	2.54	0.590	hydrogen peroxide-dependent heme synthase [EC:1.3.98.5]
K00436	659.50	full	all	0.983626	294	280	654	475	1.24	0.591	NAD-reducing hydrogenase large subunit [EC:1.12.1.2]
K00437	811.67	full	trim	0.876068	65	61	677	557	1.16	0.591	[NiFe] hydrogenase large subunit [EC:1.12.2.1]
K00440	301.83	full	all	0.968513	145	133	651	411	2.53	0.590	coenzyme F420 hydrogenase subunit alpha [EC:1.12.98.1]
K00441	225.43	full	all	0.822310	610	572	1821	444	7.20	0.590	coenzyme F420 hydrogenase subunit beta [EC:1.12.98.1]
K00442	136.00	full	all	0.989245	168	143	306	163	2.08	0.590	coenzyme F420 hydrogenase subunit delta
K00443	160.33	full	all	1.000000	141	123	477	259	1.12	0.591	coenzyme F420 hydrogenase subunit gamma [EC:1.12.98.1]
K00444	499.13	full	all	0.918351	1077	887	3809	537	3.13	0.590	wingless-type MMTV integration site family, member 5
K00445	447.47	full	all	0.958327	634	543	2360	501	1.86	0.590	wingless-type MMTV integration site family, member 6
K00446	189.60	full	all	0.943706	411	375	709	331	4.40	0.590	catechol 2,3-dioxygenase [EC:1.13.11.2]
