K00844	HKhexokinase[EC2.7.1.1]
K19633	srsorbosereductase[EC1.1.1.289]
K00045	E1.1.1.67mtlKmannitol2-dehydrogenase[EC1.1.1.67]
K00066	algDGDP-mannose6-dehydrogenase[EC1.1.1.132]
K19290	alg8mannuronansynthase[EC2.4.1.33]
K19291	alg44mannuronansynthase[EC2.4.1.33]
K01795	algGmannuronan5-epimerase[EC5.1.3.37]
K01729	algLpoly(beta-D-mannuronate)lyase[EC4.2.2.3]
K00863	DAKTKFCtriose/dihydroxyacetonekinase/FAD-AMPlyase(cyclizing)[EC2.7.1.282.7.1.294.6.1.15]
K03332	fruAfructanbeta-fructosidase[EC3.2.1.80]
K22252	tldGDP-6-deoxy-D-talose4-dehydrogenase[EC1.1.1.135]
K15856	rmdGDP-4-dehydro-6-deoxy-D-mannosereductase[EC1.1.1.281]
K00881	alsKallosekinase[EC2.7.1.55]
K17195	alsED-allulose-6-phosphate3-epimerase[EC5.1.3.-]
K02768	fruBfructosePTSsystemEIIAcomponent[EC2.7.1.202]
K02769	fruAbfructosePTSsystemEIIBcomponent[EC2.7.1.202]
K02770	fruAfructosePTSsystemEIIBCorEIICcomponent[EC2.7.1.202]
K11194	levDfructosePTSsystemEIIAcomponent[EC2.7.1.202]
K11195	levEfructosePTSsystemEIIBcomponent[EC2.7.1.202]
K11196	levFfructosePTSsystemEIICcomponent
K02771	levGfructosePTSsystemEIIDcomponent
K02793	manXamannosePTSsystemEIIAcomponent[EC2.7.1.191]
K02794	manXmannosePTSsystemEIIABcomponent[EC2.7.1.191]
K02795	manYmannosePTSsystemEIICcomponent
K02796	manZmannosePTSsystemEIIDcomponent
K25814	manPmannosePTSsystemEIIBCAcomponent[EC2.7.1.191]
K02798	cmtBmannitolPTSsystemEIIAcomponent[EC2.7.1.197]
K02800	mtlAcmtAmannitolPTSsystemEIICBAorEIICBcomponent[EC2.7.1.197]
K19270	hxpAmannitol-1-/sugar-/sorbitol-6-phosphatase[EC3.1.3.223.1.3.233.1.3.50]
K24204	hxpBmannitol-1-/sugar-/sorbitol-6-/2-deoxyglucose-6-phosphatase[EC3.1.3.223.1.3.233.1.3.503.1.3.68]
K02781	srlBglucitol/sorbitolPTSsystemEIIAcomponent[EC2.7.1.198]
K02782	srlEglucitol/sorbitolPTSsystemEIIBcomponent[EC2.7.1.198]
K02783	srlAglucitol/sorbitolPTSsystemEIICcomponent
K02812	sorFsorAsorbosePTSsystemEIIAcomponent[EC2.7.1.206]
K02813	sorBsorbosePTSsystemEIIBcomponent[EC2.7.1.206]
K02814	sorAsorCsorbosePTSsystemEIICcomponent
K02815	sorMsorDsorbosePTSsystemEIIDcomponent
K00849	galKgalactokinase[EC2.7.1.6]
K00965	galTGALTUDPglucose--hexose-1-phosphateuridylyltransferase[EC2.7.7.12]
K01784	galEGALEUDP-glucose4-epimerase[EC5.1.3.2]
K17716	capDUDP-glucose4-epimerase[EC5.1.3.2]
K01190	lacZbeta-galactosidase[EC3.2.1.23]
K12111	ebgAevolvedbeta-galactosidasesubunitalpha[EC3.2.1.23]
K12112	ebgCevolvedbeta-galactosidasesubunitbeta
K12308	bgaBlacAbeta-galactosidase[EC3.2.1.23]
K12309	GLB1ELNR1beta-galactosidase[EC3.2.1.23]
K01229	LCTlactase-phlorizinhydrolase[EC3.2.1.1083.2.1.62]
K00704	LALBAalpha-lactalbumin[EC2.4.1.22]
K07966	B4GALT1beta-14-galactosyltransferase1[EC2.4.1.222.4.1.902.4.1.382.4.1.-]
K07967	B4GALT2beta-14-galactosyltransferase2[EC2.4.1.222.4.1.902.4.1.382.4.1.-]
K01854	glfUDP-galactopyranosemutase[EC5.4.99.9]
K18819	GOLSinositol3-alpha-galactosyltransferase[EC2.4.1.123]
K06617	E2.4.1.82raffinosesynthase[EC2.4.1.82]
K01189	GLAalpha-galactosidase[EC3.2.1.22]
K07406	melAalpha-galactosidase[EC3.2.1.22]
K07407	E3.2.1.22BgalArafAalpha-galactosidase[EC3.2.1.22]
K02773	gatAsgcAgalactitolPTSsystemEIIAcomponent[EC2.7.1.200]
K02774	gatBsgcBgalactitolPTSsystemEIIBcomponent[EC2.7.1.200]
K02775	gatCsgcCgalactitolPTSsystemEIICcomponent
K00094	E1.1.1.251gatDgalactitol-1-phosphate5-dehydrogenase[EC1.1.1.251]
K21620	sorbDgalactitol2-dehydrogenase[EC1.1.1.16]
K21621	fktagatosekinase[EC2.7.1.101]
K21622	tag6PKD-tagatose6-phosphate4-epimerase[EC5.1.3.40]
K00917	lacCtagatose6-phosphatekinase[EC2.7.1.144]
K01635	lacDtagatose16-diphosphatealdolase[EC4.1.2.40]
K08302	gatY-kbaYtagatose16-diphosphatealdolaseGatY/KbaY[EC4.1.2.40]
K16371	gatZ-kbaZD-tagatose-16-bisphosphatealdolasesubunitGatZ/KbaZ
K00035	galD-galactose1-dehydrogenase[EC1.1.1.48]
K22215	galDgalactosedehydrogenase[EC1.1.1.481.1.1.120]
K04618	GAOAgalactoseoxidase[EC1.1.3.9]
K01684	dgoDgalactonatedehydratase[EC4.2.1.6]
K00883	dgoK2-dehydro-3-deoxygalactonokinase[EC2.7.1.58]
K01631	dgoA2-dehydro-3-deoxyphosphogalactonatealdolase[EC4.1.2.21]
K01819	E5.3.1.26lacAlacBgalactose-6-phosphateisomerase[EC5.3.1.26]
K01220	E3.2.1.85lacG6-phospho-beta-galactosidase[EC3.2.1.85]
K02786	lacFlactosePTSsystemEIIAcomponent[EC2.7.1.207]
K02788	lacElactosePTSsystemEIICBcomponent[EC2.7.1.207]
K01193	INVsacAbeta-fructofuranosidase[EC3.2.1.26]
K06611	E2.4.1.67stachyosesynthetase[EC2.4.1.67]
K12047	MGAMmaltase-glucoamylase[EC3.2.1.203.2.1.3]
K01187	malZalpha-glucosidase[EC3.2.1.20]
K12316	GAAlysosomalalpha-glucosidase[EC3.2.1.20]
K12317	GANCneutralalpha-glucosidaseC[EC3.2.1.20]
K01182	IMAmalLoligo-16-glucosidase[EC3.2.1.10]
K01203	SIsucrase-isomaltase[EC3.2.1.483.2.1.10]
K02744	agaFN-acetylgalactosaminePTSsystemEIIAcomponent[EC2.7.1.-]
K02745	agaVN-acetylgalactosaminePTSsystemEIIBcomponent[EC2.7.1.-]
K02746	agaWN-acetylgalactosaminePTSsystemEIICcomponent
K02747	agaEN-acetylgalactosaminePTSsystemEIIDcomponent
K02079	agaAN-acetylgalactosamine-6-phosphatedeacetylase[EC3.5.1.25]
K02082	agaSD-galactosamine6-phosphatedeaminase/isomerase[EC3.5.99.-]
K10984	agaBgalactosaminePTSsystemEIIBcomponent[EC2.7.1.-]
K10985	agaCgalactosaminePTSsystemEIICcomponent
K10986	agaDgalactosaminePTSsystemEIIDcomponent
K00469	MIOXinositoloxygenase[EC1.13.99.1]
K00103	GULOL-gulonolactoneoxidase[EC1.1.3.8]
K10046	GMEGDP-D-mannose3'5'-epimerase[EC5.1.3.185.1.3.-]
K14190	VTC25GDP-L-galactosephosphorylase[EC2.7.7.69]
K10047	VTC4inositol-phosphatephosphatase/L-galactose1-phosphatephosphatase[EC3.1.3.253.1.3.93]
K18649	IMPL2inositol-phosphatephosphatase/L-galactose1-phosphatephosphatase/histidinol-phosphatase[EC3.1.3.253.1.3.933.1.3.15]
K17744	GalDHL-galactosedehydrogenase[EC1.1.1.316]
K00225	GLDHL-galactono-14-lactonedehydrogenase[EC1.3.2.3]
K08679	GAEcap1JUDP-glucuronate4-epimerase[EC5.1.3.6]
K19642	GALURD-galacturonatereductase[EC1.1.1.365]
K23003	lgaAL-galactosedehydrogenase[EC1.1.1.-]
K23004	lgaBL-galactono-15-lactonase[EC3.1.1.-]
K23005	lgaCL-galactonate5-dehydrogenase[EC1.1.1.414]
K23007	lgoDL-galactonate5-dehydrogenase[EC1.1.1.414]
K02821	ulaCsgaAascorbatePTSsystemEIIAorEIIABcomponent[EC2.7.1.194]
K02822	ulaBsgaBascorbatePTSsystemEIIBcomponent[EC2.7.1.194]
K03475	ulaAsgaTascorbatePTSsystemEIICcomponent
K03476	ulaGL-ascorbate6-phosphatelactonase[EC3.1.1.-]
K08232	E1.6.5.4monodehydroascorbatereductase(NADH)[EC1.6.5.4]
K00434	E1.11.1.11L-ascorbateperoxidase[EC1.11.1.11]
K21888	DHARglutathionedehydrogenase/transferase[EC1.8.5.12.5.1.18]
K00423	E1.10.3.3L-ascorbateoxidase[EC1.10.3.3]
K01706	gudDglucaratedehydratase[EC4.2.1.40]
K01630	garL2-dehydro-3-deoxyglucaratealdolase[EC4.1.2.20]
K00062	ARA2D-arabinose1-dehydrogenase[EC1.1.1.116]
K00063	ARA1D-arabinose1-dehydrogenase[EC1.1.1.117]
K00107	ALOD-arabinono-14-lactoneoxidase[EC1.1.3.37]
K19590	araDHD-arabinose1-dehydrogenase(NADP+)[EC1.1.1.427]
K01683	araDD-arabinonatedehydratase[EC4.2.1.5]
K13873	araAL-arabinose1-dehydrogenase[EC1.1.1.376]
K19660	araDHL-arabinose1-dehydrogenase[NAD(P)+][EC1.1.1.376]
K13874	araBL-arabinonolactonase[EC3.1.1.15]
K13875	araCL-arabonatedehydrase[EC4.2.1.25]
K13876	araD2-keto-3-deoxy-L-arabinonatedehydratase[EC4.2.1.43]
K25260	lxyDL-lyxonatedehydratase[EC4.2.1.176]
K01707	kdgD5-dehydro-4-deoxyglucaratedehydratase[EC4.2.1.41]
K01708	garDgalactaratedehydratase[EC4.2.1.42]
K20023	talrD-galrDL-talarate/galactaratedehydratase[EC4.2.1.1564.2.1.42]
K18981	udhuronatedehydrogenase[EC1.1.1.203]
K18982	gliD-galactarolactoneisomerase[EC5.4.1.4]
K18983	gciD-galactarolactonecycloisomerase[EC5.5.1.27]
K02810	scrAsacPsacXptsSsucrosePTSsystemEIIBCAorEIIBCcomponent[EC2.7.1.211]
K00696	E2.4.1.14sucrose-phosphatesynthase[EC2.4.1.14]
K07024	SPPsucrose-6-phosphatase[EC3.1.3.24]
K00695	SUSsucrosesynthase[EC2.4.1.13]
K20811	inuJinulosucrase[EC2.4.1.9]
K00692	sacBlevansucrase[EC2.4.1.10]
K18775	lf2levanbiose-producinglevanase[EC3.2.1.64]
K01212	sacClevBlevanase[EC3.2.1.65]
K05341	E2.4.1.4amylosucrase[EC2.4.1.4]
K00689	E2.4.1.5dextransucrase[EC2.4.1.5]
K00690	E2.4.1.7sucrosephosphorylase[EC2.4.1.7]
K01513	ENPP13CD203ectonucleotidepyrophosphatase/phosphodiesterasefamilymember1/3[EC3.1.4.13.6.1.9]
K00706	E2.4.1.3413-beta-glucansynthase[EC2.4.1.34]
K01199	EGLCglucanendo-13-beta-D-glucosidase[EC3.2.1.39]
K19891	GN123glucanendo-13-beta-glucosidase1/2/3[EC3.2.1.39]
K19892	GN4glucanendo-13-beta-glucosidase4[EC3.2.1.39]
K19893	GN56glucanendo-13-beta-glucosidase5/6[EC3.2.1.39]
K01210	E3.2.1.58glucan13-beta-glucosidase[EC3.2.1.58]
K01188	E3.2.1.21beta-glucosidase[EC3.2.1.21]
K05349	bglXbeta-glucosidase[EC3.2.1.21]
K05350	bglBbeta-glucosidase[EC3.2.1.21]
K00694	bcsAcellulosesynthase(UDP-forming)[EC2.4.1.12]
K01179	E3.2.1.4endoglucanase[EC3.2.1.4]
K19357	CELBcellulase[EC3.2.1.4]
K01225	CBH1cellulose14-beta-cellobiosidase[EC3.2.1.91]
K19668	CBH2cbhAcellulose14-beta-cellobiosidase[EC3.2.1.91]
K00702	E2.4.1.20cellobiosephosphorylase[EC2.4.1.20]
K02759	celCchbAcellobiosePTSsystemEIIAcomponent[EC2.7.1.1962.7.1.205]
K02760	celAchbBcellobiosePTSsystemEIIBcomponent[EC2.7.1.1962.7.1.205]
K02761	celBchbCcellobiosePTSsystemEIICcomponent
K00978	rfbFglucose-1-phosphatecytidylyltransferase[EC2.7.7.33]
K00975	glgCglucose-1-phosphateadenylyltransferase[EC2.7.7.27]
K00703	glgAstarchsynthase[EC2.4.1.21]
K13679	WAXYgranule-boundstarchsynthase[EC2.4.1.242]
K20812	glgAglycogensynthase[EC2.4.1.242]
K00693	GYSglycogensynthase[EC2.4.1.11]
K00750	GYG1GYG2glycogenin[EC2.4.1.186]
K16150	K16150glycogensynthase[EC2.4.1.11]
K16153	K16153glycogenphosphorylase/synthase[EC2.4.1.12.4.1.11]
K00700	GBE1glgB14-alpha-glucanbranchingenzyme[EC2.4.1.18]
K16149	K1614914-alpha-glucanbranchingenzyme[EC2.4.1.18]
K00688	PYGglgPglycogenphosphorylase[EC2.4.1.1]
K01196	AGLglycogendebranchingenzyme[EC2.4.1.253.2.1.33]
K02438	glgXglycogendebranchingenzyme[EC3.2.1.196]
K01200	pulApullulanase[EC3.2.1.41]
K01176	AMYamyAmalSalpha-amylase[EC3.2.1.1]
K07405	E3.2.1.1Aalpha-amylase[EC3.2.1.1]
K05343	treSmaltosealpha-D-glucosyltransferase/alpha-amylase[EC5.4.99.163.2.1.1]
K01177	E3.2.1.2beta-amylase[EC3.2.1.2]
K05992	amyMmaltogenicalpha-amylase[EC3.2.1.133]
K01208	cdmanplTcyclomaltodextrinase/maltogenicalpha-amylase/neopullulanase[EC3.2.1.543.2.1.1333.2.1.135]
K01178	SGA1glucoamylase[EC3.2.1.3]
K21574	susBglucan14-alpha-glucosidase[EC3.2.1.3]
K05988	dexAdextranase[EC3.2.1.11]
K00705	malQ4-alpha-glucanotransferase[EC2.4.1.25]
K22451	jgt4-alpha-glucanotransferase[EC2.4.1.25]
K16146	pep2maltokinase[EC2.7.1.175]
K16147	glgEstarchsynthase(maltosyl-transferring)[EC2.4.99.16]
K16148	glgMalpha-maltose-1-phosphatesynthase[EC2.4.1.342]
K00691	mapAmaltosephosphorylase[EC2.4.1.8]
K01838	pgmBbeta-phosphoglucomutase[EC5.4.2.6]
K20108	malTmaltosePTSsystemEIICBorEIICBAcomponent[EC2.7.1.208]
K02750	glvCmalPaglAalpha-glucosidePTSsystemEIICBcomponent[EC2.7.1.2082.7.1.-]
K06896	mapPmaltose6'-phosphatephosphatase[EC3.1.3.90]
K01232	glvAmaltose-6'-phosphateglucosidase[EC3.2.1.122]
K00701	cgtcyclomaltodextringlucanotransferase[EC2.4.1.19]
K01214	ISAtreXisoamylase[EC3.2.1.68]
K06044	treYglgY(1->4)-alpha-D-glucan1-alpha-D-glucosylmutase[EC5.4.99.15]
K01236	treZglgZmaltooligosyltrehalosetrehalohydrolase[EC3.2.1.141]
K13057	treTtrehalosesynthase[EC2.4.1.245]
K00697	otsAtrehalose6-phosphatesynthase[EC2.4.1.152.4.1.347]
K01087	otsBtrehalose6-phosphatephosphatase[EC3.1.3.12]
K16055	TPStrehalose6-phosphatesynthase/phosphatase[EC2.4.1.153.1.3.12]
K22337	TSL1TPS3trehalose6-phosphatesynthasecomplexregulatorysubunit
K01194	TREHtreAtreFalphaalpha-trehalase[EC3.2.1.28]
K22934	E3.2.1.28alphaalpha-trehalase[EC3.2.1.28]
K05342	trePalphaalpha-trehalosephosphorylase[EC2.4.1.64]
K02819	treBtrePtrehalosePTSsystemEIIBCorEIIBCAcomponent[EC2.7.1.201]
K01226	treCtrehalose-6-phosphatehydrolase[EC3.2.1.93]
K11809	PGM2L1glucose-16-bisphosphatesynthase[EC2.7.1.106]
K01183	E3.2.1.14chitinase[EC3.2.1.14]
K20547	CHIBbasicendochitinaseB[EC3.2.1.14]
K13381	chiAbifunctionalchitinase/lysozyme[EC3.2.1.143.2.1.17]
K01207	nagZbeta-N-acetylhexosaminidase[EC3.2.1.52]
K12373	HEXABhexosaminidase[EC3.2.1.52]
K18675	chbPNN'-diacetylchitobiosephosphorylase[EC2.4.1.280]
K01452	E3.5.1.41chitindeacetylase[EC3.5.1.41]
K01233	csnchitosanase[EC3.2.1.132]
K15855	csxAexo-14-beta-D-glucosaminidase[EC3.2.1.165]
K02804	nagEN-acetylglucosaminePTSsystemEIICBAorEIICBcomponent[EC2.7.1.193]
K00884	NAGKnagKN-acetylglucosaminekinase[EC2.7.1.59]
K01443	nagAAMDHD2N-acetylglucosamine-6-phosphatedeacetylase[EC3.5.1.25]
K02564	nagBGNPDAglucosamine-6-phosphatedeaminase[EC3.5.99.6]
K02765	gamPD-glucosaminePTSsystemEIICBAcomponent[EC2.7.1.-]
K18676	gspKglucosaminekinase[EC2.7.1.8]
K00820	glmSGFPTglutamine---fructose-6-phosphatetransaminase(isomerizing)[EC2.6.1.16]
K00621	GNPNAT1GNA1glucosamine-phosphateN-acetyltransferase[EC2.3.1.4]
K01836	PGM3phosphoacetylglucosaminemutase[EC5.4.2.3]
K03431	glmMphosphoglucosaminemutase[EC5.4.2.10]
K18674	GALK2N-acetylgalactosaminekinase[EC2.7.1.157]
K04042	glmUbifunctionalUDP-N-acetylglucosaminepyrophosphorylase/glucosamine-1-phosphateN-acetyltransferase[EC2.7.7.232.3.1.157]
K11528	glmUUDP-N-acetylglucosaminepyrophosphorylase[EC2.7.7.23]
K00972	UAP1UDP-N-acetylglucosamine/UDP-N-acetylgalactosaminediphosphorylase[EC2.7.7.232.7.7.83]
K23144	K23144UDP-N-acetylglucosaminediphosphorylase/glucose-1-phosphatethymidylyltransferase/UDP-N-acetylgalactosaminediphosphorylase/glucosamine-1-phosphateN-acetyltransferase/galactosamine-1-phosphateN-acetyltransferase[EC2.7.7.232.7.7.242.7.7.832.3.1.1572.3.1.276]
K11192	murPN-acetylmuramicacidPTSsystemEIICBcomponent[EC2.7.1.192]
K07106	murQN-acetylmuramicacid6-phosphateetherase[EC4.2.1.126]
K09001	anmKanhydro-N-acetylmuramicacidkinase[EC2.7.1.170]
K22292	mupPN-acetyl-D-muramate6-phosphatephosphatase[EC3.1.3.105]
K07102	amgKN-acetylmuramate1-kinase[EC2.7.1.221]
K00992	murUN-acetyl-alpha-D-muramate1-phosphateuridylyltransferase[EC2.7.7.99]
K00790	murAUDP-N-acetylglucosamine1-carboxyvinyltransferase[EC2.5.1.7]
K00075	murBUDP-N-acetylmuramatedehydrogenase[EC1.3.1.98]
K12409	GNEbifunctionalUDP-N-acetylglucosamine2-epimerase/N-acetylmannosaminekinase[EC3.2.1.1832.7.1.60]
K08068	siaAneuC1UDP-N-acetylglucosamine2-epimerase(hydrolysing)[EC3.2.1.183]
K00885	nanKN-acylmannosaminekinase[EC2.7.1.60]
K13967	nanEKN-acetylmannosamine-6-phosphate2-epimerase/N-acetylmannosaminekinase[EC5.1.3.92.7.1.60]
K01787	RENBPN-acylglucosamine2-epimerase[EC5.1.3.8]
K01788	nanEN-acylglucosamine-6-phosphate2-epimerase[EC5.1.3.9]
K05304	NANSSASsialicacidsynthase[EC2.5.1.562.5.1.572.5.1.132]
K01097	NANPN-acylneuraminate-9-phosphatase[EC3.1.3.29]
K01654	neuBnnaBN-acetylneuraminatesynthase[EC2.5.1.56]
K01639	E4.1.3.3nanANPLN-acetylneuraminatelyase[EC4.1.3.3]
K21749	CMASN-acylneuraminate/3-deoxy-D-glycero-D-galacto-nononatecytidylyltransferase[EC2.7.7.432.7.7.92]
K00983	neuAnnaCN-acylneuraminatecytidylyltransferase[EC2.7.7.43]
K08080	CMAHCMP-N-acetylneuraminatemonooxygenase[EC1.14.18.2]
K00326	CYB5Rcytochrome-b5reductase[EC1.6.2.2]
K00698	CHS1chitinsynthase[EC2.4.1.16]
K01791	wecBUDP-N-acetylglucosamine2-epimerase(non-hydrolysing)[EC5.1.3.14]
K02472	wecCUDP-N-acetyl-D-mannosaminuronicaciddehydrogenase[EC1.1.1.336]
K13015	wbpAUDP-N-acetyl-D-glucosaminedehydrogenase[EC1.1.1.136]
K22926	tviBvipAUDP-N-acetylglucosamine6-dehydrogenase[EC1.1.1.136]
K13016	wbpBUDP-N-acetyl-2-amino-2-deoxyglucuronatedehydrogenase[EC1.1.1.335]
K13020	wlbAbplAUDP-N-acetyl-2-amino-2-deoxyglucuronatedehydrogenase[EC1.1.1.335]
K13017	wbpEwlbCUDP-2-acetamido-2-deoxy-ribo-hexuluronateaminotransferase[EC2.6.1.98]
K13018	wbpDwlbBUDP-2-acetamido-3-amino-23-dideoxy-glucuronateN-acetyltransferase[EC2.3.1.201]
K13019	wbpIwlbDUDP-GlcNAc3NAcAepimerase[EC5.1.3.23]
K02473	wbpPUDP-N-acetylglucosamine/UDP-N-acetylgalactosamine4-epimerase[EC5.1.3.75.1.3.-]
K02474	wbpOUDP-N-acetyl-D-glucosamine/UDP-N-acetyl-D-galactosaminedehydrogenase[EC1.1.1.1361.1.1.-]
K22925	tviCvipBUDP-N-acetylglucosaminuronicacid4-epimerase[EC5.1.3.-]
K15894	pseBwbjBUDP-N-acetylglucosamine46-dehydratase/5-epimerase[EC4.2.1.1155.1.3.-]
K15895	pseCUDP-4-amino-46-dideoxy-L-N-acetyl-beta-L-altrosaminetransaminase[EC2.6.1.92]
K15896	pseHUDP-4-amino-46-dideoxy-N-acetyl-beta-L-altrosamineN-acetyltransferase[EC2.3.1.202]
K15897	pseGUDP-24-diacetamido-246-trideoxy-beta-L-altropyranosehydrolase[EC3.6.1.57]
K15898	pseIneuB3pseudaminicacidsynthase[EC2.5.1.97]
K15899	pseFpseudaminicacidcytidylyltransferase[EC2.7.7.81]
K15912	pglFUDP-N-acetylglucosamine46-dehydratase[EC4.2.1.135]
K15910	pglEUDP-N-acetylbacillosaminetransaminase[EC2.6.1.34]
K15913	pglDUDP-N-acetylbacillosamineN-acetyltransferase[EC2.3.1.203]
K18429	legGneuC2GDP/UDP-NN'-diacetylbacillosamine2-epimerase(hydrolysing)[EC3.2.1.184]
K18430	legIneuB2NN'-diacetyllegionaminatesynthase[EC2.5.1.101]
K18431	legFptmBCMP-NN'-diacetyllegionaminicacidsynthase[EC2.7.7.82]
K21279	E2.5.1.1323-deoxy-D-glycero-D-galacto-nononate9-phosphatesynthase[EC2.5.1.132]
K21055	E3.1.3.1033-deoxy-D-glycero-D-galacto-nononate9-phosphatase[EC3.1.3.103]
K21750	E2.7.7.923-deoxy-D-glycero-D-galacto-nononatecytidylyltransferase[EC2.7.7.92]
K12446	E2.7.1.46L-arabinokinase[EC2.7.1.46]
K13379	RGPUTMreversiblyglycosylatedpolypeptide/UDP-arabinopyranosemutase[EC2.4.1.-5.4.99.30]
K01209	abfAalpha-L-arabinofuranosidase[EC3.2.1.55]
K15921	xynDarabinoxylanarabinofuranohydrolase[EC3.2.1.55]
K20844	abf1non-reducingendalpha-L-arabinofuranosidase[EC3.2.1.55]
K10011	arnApmrIUDP-4-amino-4-deoxy-L-arabinoseformyltransferase/UDP-glucuronicaciddehydrogenase(UDP-4-keto-hexauronicaciddecarboxylating)[EC2.1.2.131.1.1.305]
K07806	arnBpmrHUDP-4-amino-4-deoxy-L-arabinose-oxoglutarateaminotransferase[EC2.6.1.87]
K10012	arnCpmrFundecaprenyl-phosphate4-deoxy-4-formamido-L-arabinosetransferase[EC2.4.2.53]
K13014	arnDundecaprenylphosphate-alpha-L-ara4FNdeformylase[EC3.5.1.-]
K08678	UXS1uxsUDP-glucuronatedecarboxylase[EC4.1.1.35]
K12449	AXSUDP-apiose/xylosesynthase
K00770	E2.4.2.2414-beta-D-xylansynthase[EC2.4.2.24]
K15920	XYL4xylan14-beta-xylosidase[EC3.2.1.37]
K01198	xynBxylan14-beta-xylosidase[EC3.2.1.37]
K22268	xylAxylan14-beta-xylosidase[EC3.2.1.37]
K12448	UXEuxeUDP-arabinose4-epimerase[EC5.1.3.5]
K12450	RHMUDP-glucose46-dehydratase[EC4.2.1.76]
K12451	UER135-epimerase/4-reductase[EC5.1.3.-1.1.1.-]
K06118	SQD1sqdBUDP-sulfoquinovosesynthase[EC3.13.1.1]
K18677	GALAKgalacturonokinase[EC2.7.1.44]
K13648	GAUTalpha-14-galacturonosyltransferase[EC2.4.1.43]
K13010	perrfbEperosaminesynthetase[EC2.6.1.102]
K17939	perBwbdRGDP-perosamineN-acetyltransferase[EC2.3.1.227]
K25314	FKGPfkpfucokinase/fucose-1-phosphateguanylyltransferase[EC2.7.1.522.7.7.30]
K25315	AFKP80arabinokinase/fucokinase/arabinose-1-phosphateguanylyltransferase/fucose-1-phosphateguanylyltransferase[EC2.7.1.-2.7.7.-2.7.1.522.7.7.30]
K01709	rfbGCDP-glucose46-dehydratase[EC4.2.1.45]
K12452	ascCddhCrfbHCDP-4-dehydro-6-deoxyglucosereductaseE1[EC1.17.1.1]
K00523	ascDddhDrfbICDP-4-dehydro-6-deoxyglucosereductaseE3[EC1.17.1.1]
K12453	rfbSCDP-paratosesynthetase[EC1.1.1.342]
K12454	rfbECDP-paratose2-epimerase[EC5.1.3.10]
K12455	rfbJCDP-abequosesynthase[EC1.1.1.341]
K19632	rfbJCDP-abequosesynthase[EC1.1.1.341]
K15857	ascECDP-36-dideoxy-D-glycero-D-glycero-4-hexulose-5-epimerase[EC5.1.-.-]
K15858	ascFCDP-36-dideoxy-D-glycero-L-glycero-4-hexulose-4-reductase[EC1.1.1.-]
K00656	E2.3.1.54pflDformateC-acetyltransferase[EC2.3.1.54]
K00132	E1.2.1.10acetaldehydedehydrogenase(acetylating)[EC1.2.1.10]
K04073	mhpFacetaldehydedehydrogenase[EC1.2.1.10]
K18366	bphJxylQnahOtesFacetaldehyde/propanaldehydrogenase[EC1.2.1.101.2.1.87]
K04021	eutEaldehydedehydrogenase
K00925	ackAacetatekinase[EC2.7.2.1]
K00625	ptaphosphateacetyltransferase[EC2.3.1.8]
K13788	ptaphosphateacetyltransferase[EC2.3.1.8]
K15024	K15024putativephosphotransacetylase[EC2.3.1.8]
K04020	eutDphosphotransacetylase
K11262	ACACAacetyl-CoAcarboxylase/biotincarboxylase1[EC6.4.1.26.3.4.142.1.3.15]
K01946	ACACBacetyl-CoAcarboxylase/biotincarboxylase2[EC6.4.1.26.3.4.142.1.3.15]
K01962	accAacetyl-CoAcarboxylasecarboxyltransferasesubunitalpha[EC6.4.1.22.1.3.15]
K02160	accBbccPacetyl-CoAcarboxylasebiotincarboxylcarrierprotein
K01961	accCacetyl-CoAcarboxylasebiotincarboxylasesubunit[EC6.4.1.26.3.4.14]
K01963	accDacetyl-CoAcarboxylasecarboxyltransferasesubunitbeta[EC6.4.1.22.1.3.15]
K11263	bccApccAaccA3acetyl-CoA/propionyl-CoAcarboxylasebiotincarboxylasebiotincarboxylcarrierprotein[EC6.4.1.26.4.1.36.3.4.14]
K18472	accD6acetyl-CoA/propionyl-CoAcarboxylasecarboxyltransferasesubunit[EC6.4.1.26.4.1.32.1.3.15]
K01512	acyPacylphosphatase[EC3.6.1.7]
K01067	E3.1.2.1ACH1acetyl-CoAhydrolase[EC3.1.2.1]
K01026	pctpropionateCoA-transferase[EC2.8.3.1]
K00158	spxBpoxLpyruvateoxidase[EC1.2.3.3]
K00101	lldDL-lactatedehydrogenase(cytochrome)[EC1.1.2.3]
K26113	lctDlactatedehydrogenase(NAD+ferredoxin)subunitLctD[EC1.1.1.436]
K26114	lctClactatedehydrogenase(NAD+ferredoxin)subunitLctC
K26115	lctBlactatedehydrogenase(NAD+ferredoxin)subunitLctB
K00156	poxBpyruvatedehydrogenase(quinone)[EC1.2.5.1]
K00467	E1.13.12.4lactate2-monooxygenase[EC1.13.12.4]
K03778	ldhAD-lactatedehydrogenase[EC1.1.1.28]
K03777	dldD-lactatedehydrogenase(quinone)[EC1.1.5.12]
K21836	dldD-lactatedehydrogenase(acceptor)[EC1.1.99.6]
K00102	LDHDdldD-lactatedehydrogenase(cytochrome)[EC1.1.2.4]
K18930	dldD-lactatedehydrogenase
K21618	DLD3(R)-2-hydroxyglutarate---pyruvatetranshydrogenase[EC1.1.99.40]
K17741	GRE2NADPH-dependentmethylglyoxalreductase[EC1.1.1.283]
